ENSG_ids	PUM1 KD average	PUM2 KD average	PUM1 OE average	PUM2 OE average	NORAD 48h siRNA average	NORAD 24h OE average
ENSG00000153113	-0,063562094	0,067133216	0,007552463	0,024881557	-0,065041805	-0,125396766
ENSG00000087008	-0,020141245	0,064219238	-0,026698682	-0,054993135	0,130785743	0,012316537
ENSG00000103126	0,056147884	-0,187770179	-0,086111705	-0,111909485	0,179021738	0,232063661
ENSG00000168646	-0,110026235	0,455453563	0,293482751	0,200073215	0,142314367	-0,101149803
ENSG00000163930	0,047423185	0,105291256	0,028091283	-0,055710718	0,024384721	0,046064397
ENSG00000089234	-0,095011324	-0,047100553	-0,000364691	-0,067305928	-0,017465524	-0,048155359
ENSG00000097046	-0,157106074	0,081284975	-0,067030826	0,087765785	-0,104386884	-0,154158505
ENSG00000093009	-0,012324232	-0,118144994	-0,015934761	0,027842217	0,012938122	0,04359608
ENSG00000077549	0,037533634	-0,11116449	-0,032955781	-0,094648492	0,053570401	0,034920178
ENSG00000163508						
ENSG00000157240	0,040054439	0,120626454	-0,034035533	0,109090982	0,058740416	0,092921813
ENSG00000174804	0,017551783	0,446686124	0,106044971	0,132954249	-0,062254276	-0,200352306
ENSG00000164930	-0,11704472	-0,145060355	-0,02978095	0,056787206	-0,110299549	-0,092650488
ENSG00000155760	0,114165901	0,569764201	0,439167289	0,361211708	0,111534178	0,062054159
ENSG00000099715						
ENSG00000188763_ENSG00000263254	0,010713077	0,213005695	0,782565065	0,197245021	0,302292114	0,279863093
ENSG00000165702						
ENSG00000196787_ENSG00000196747_ENSG00000184348_ENSG00000198374_ENSG00000233224	-0,141456851	0,166690309	-0,354950496	0,109062657	-0,542776035	-0,209634436
ENSG00000110619	-0,036846252	-0,117583171	-0,210977667	-0,108233641	-0,03514979	0,05922163
ENSG00000196787_ENSG00000196747_ENSG00000184348_ENSG00000198374_ENSG00000233224		0,091458278				
ENSG00000182611						
ENSG00000196787_ENSG00000196747_ENSG00000184348_ENSG00000198374_ENSG00000233224						
ENSG00000180573	-0,268139614	-0,048080504	-0,102064456	0,04554181	0,043564432	0,18330848
ENSG00000137259_ENSG00000168274						
ENSG00000196787_ENSG00000196747_ENSG00000184348_ENSG00000198374_ENSG00000233224		0,044310557				
ENSG00000184260_ENSG00000263521	-0,29049088	-0,15024823	0,214915543	0,107225468	0,105087718	0,17134849
ENSG00000180596_ENSG00000197697_ENSG00000197846_ENSG00000187990_ENSG00000168242						
ENSG00000091622	0,126147992	0,263843541	0,113493198	0,012829505	0,112882449	0,134544257
ENSG00000137752		0,288728712				
ENSG00000185130						
ENSG00000119915						
ENSG00000233822	-0,179539403	-0,601243045	-0,46929196	0,135993594	-0,477567083	-0,079194232
ENSG00000143297						
ENSG00000163518						
ENSG00000196374						
ENSG00000180596_ENSG00000197697_ENSG00000197846_ENSG00000187990_ENSG00000168242	-0,184895482	-0,627647736	0,289441758	-0,299502203	-0,63335878	0,868259912
ENSG00000152284	-0,012255962	0,328332292	-0,000338845	-0,06680564	0,176101935	-0,024011334
ENSG00000180596_ENSG00000197697_ENSG00000197846_ENSG00000187990_ENSG00000168242						
ENSG00000159322	0,075874291	0,045002055	0,062428468	-0,080323302	0,016554496	-0,045108324
ENSG00000142669	0,156030866	0,081795912	0,057572403	-0,101188712	0,13852159	0,003727905
ENSG00000169976	0,045093666	-0,181484658	-0,073048241	-0,209048471	0,121444955	0,110328043
ENSG00000111305	-0,646247431	-0,319008934	-0,334809557	-0,457324804	0,082407089	0,334852177
ENSG00000123171						
ENSG00000151475						
ENSG00000129317	-0,186154488	-0,072914018	-0,145693019	0,087520133	-0,104686232	-0,063118583
ENSG00000118557	-0,193964251	0,261842742	0,340860041	0,300327779	0,282011461	0,12834694
ENSG00000197459						
ENSG00000171962		1,008471733				
ENSG00000106077_ENSG00000262947	0,08679067	0,201765343	0,271824628	0,107887728	0,102411491	0,296714525
ENSG00000172007	-0,043056909	-0,141907521	-0,151712618	-0,093375716	-0,240261078	-0,198256286
ENSG00000180596_ENSG00000197697_ENSG00000197846_ENSG00000187990_ENSG00000168242						
ENSG00000127774	0,146975505	-0,476284102	-0,294069212	-0,350371776	0,095833731	0,319335738
ENSG00000111665_ENSG00000268136	-0,149915678	-0,197961257	0,062455325	-0,039646634	0,076117562	0,044286543
ENSG00000213347	0,001560999	0,196191457	0,154811953	0,079396691	0,254550132	0,217663021
ENSG00000138613	-0,081606966	0,122961849	0,193712524	0,225401745	0,098819023	-0,022448265
ENSG00000120820	0,042371242	0,328162055	0,15405727	0,070524332	0,033371249	-0,109356053
ENSG00000180596_ENSG00000197697_ENSG00000197846_ENSG00000187990_ENSG00000168242	-0,040636273	-0,173019364	0,218387894	0,358049262	0,027878719	-0,157910165
ENSG00000167216		-0,003961461				
ENSG00000129932	0,158524984	-0,225140799	-0,00748778	0,017679261	0,553853337	0,657175494
ENSG00000138639	-0,170522694	0,485917051	-0,311212802	-0,119789213	-0,02551126	-0,127836813
ENSG00000118197	-0,030690447	-0,186839233	-0,035249487	0,131776847	0,045483472	-0,023942956
ENSG00000196331						
ENSG00000110060	0,07255679	-0,000653925	-0,172843671	0,065600167	-0,1046365	-0,225664436
ENSG00000261150_ENSG00000227184	0,41699723	-0,02314343	-0,163175329	-0,477707613	0,609060276	0,403257036
ENSG00000261678_ENSG00000170616		0,236472174				
ENSG00000130300						
ENSG00000184678_ENSG00000264719	0,120327038	0,118823078	0,075296823	-0,052644057	-0,099179821	-0,066510142
ENSG00000106144	0,037253324	0,226510436	-0,071794886	-0,165428523	-0,036537671	-0,19897075
ENSG00000203813_ENSG00000182572_ENSG00000197153_ENSG00000198366_ENSG00000124693_ENSG00000196532_ENSG00000197409_ENSG00000196966_ENSG00000256316_ENSG00000256018	0,078466471	0,888135756	0,656445486	0,41810429	0,685256586	0,44199866
ENSG00000203813_ENSG00000182572_ENSG00000197153_ENSG00000198366_ENSG00000124693_ENSG00000196532_ENSG00000197409_ENSG00000196966_ENSG00000256316_ENSG00000256018						
ENSG00000203813_ENSG00000182572_ENSG00000197153_ENSG00000198366_ENSG00000124693_ENSG00000196532_ENSG00000197409_ENSG00000196966_ENSG00000256316_ENSG00000256018		-0,422564247				
ENSG00000260703_ENSG00000204815	0,129910387	0,269283038	0,461821154	0,431797312	-0,053871988	-0,039408526
ENSG00000154080		0,178305258				
ENSG00000203813_ENSG00000182572_ENSG00000197153_ENSG00000198366_ENSG00000124693_ENSG00000196532_ENSG00000197409_ENSG00000196966_ENSG00000256316_ENSG00000256018						
ENSG00000143228	-0,186039261	0,021480882	-0,0118548	0,212070982	-0,0547167	0,010344786
ENSG00000125898	0,157805214	0,061385456	0,084241108	0,360129321	0,430586859	0,264642228
ENSG00000126878	-0,037235016	0,191120463	0,158898373	0,158105717	0,099667183	-0,077018251
ENSG00000119661	0,07916199	0,019155923	0,086497806	0,218843484	-0,044651341	-0,201423553
ENSG00000132026		-0,348023703				
ENSG00000167705		-0,238316817				
ENSG00000136152	-0,067978088	0,009172582	0,168483032	0,254085697	-0,073663207	-0,065517941
ENSG00000130717	0,044246232	-0,105675073	-0,085327825	-0,123467464	-0,035272486	0,002203431
ENSG00000203813_ENSG00000182572_ENSG00000197153_ENSG00000198366_ENSG00000124693_ENSG00000196532_ENSG00000197409_ENSG00000196966_ENSG00000256316_ENSG00000256018						
ENSG00000165370						
ENSG00000146385						
ENSG00000203813_ENSG00000182572_ENSG00000197153_ENSG00000198366_ENSG00000124693_ENSG00000196532_ENSG00000197409_ENSG00000196966_ENSG00000256316_ENSG00000256018						
ENSG00000203813_ENSG00000182572_ENSG00000197153_ENSG00000198366_ENSG00000124693_ENSG00000196532_ENSG00000197409_ENSG00000196966_ENSG00000256316_ENSG00000256018	0,042079424	-0,175263365	-0,324858958	0,098773613	0,05359818	0,196312366
ENSG00000203813_ENSG00000182572_ENSG00000197153_ENSG00000198366_ENSG00000124693_ENSG00000196532_ENSG00000197409_ENSG00000196966_ENSG00000256316_ENSG00000256018	-0,550127666	0,382726924	0,019442582	-0,094745792	-0,139956065	0,287476053
ENSG00000183941_ENSG00000182217_ENSG00000198339_ENSG00000197238_ENSG00000197914_ENSG00000198558_ENSG00000196176_ENSG00000124529_ENSG00000197061_ENSG00000188987_ENSG00000198518_ENSG00000198327_ENSG00000158406_ENSG00000197837_ENSG00000270882_ENSG00000270276						
ENSG00000164897	0,218074211	0,012743418	0,1359871	-0,053170682	0,635086829	0,580783422
ENSG00000173451	0,135632501	0,348392981	0,227641775	0,401115743	-0,182414519	-0,124144468
ENSG00000165568	0,321277048	-0,566955147	-0,063134985	-0,00758638	0,173979946	0,301976351
ENSG00000136653_ENSG00000266094	0,043517276	0,55600203	0,269606994	0,255589243	0,036215735	-0,175417516
ENSG00000112874	-0,310449692	0,150369498	0,066714932	0,181947738	-0,098086902	-0,200794951
ENSG00000171056	-0,740462079	0,254522843	-0,255936811	-0,451658207	0,286457625	0,35363146
ENSG00000126453	0,026223547	-0,147433772	0,098478239	0,041738181	0,20652384	0,273261006
ENSG00000163825		0,178376528				
ENSG00000164305	-0,098252841	-0,075814416	0,057921279	0,131620415	-0,120025623	-0,172822962
ENSG00000183941_ENSG00000182217_ENSG00000198339_ENSG00000197238_ENSG00000197914_ENSG00000198558_ENSG00000196176_ENSG00000124529_ENSG00000197061_ENSG00000188987_ENSG00000198518_ENSG00000198327_ENSG00000158406_ENSG00000197837_ENSG00000270882_ENSG00000270276		-0,445037185				
ENSG00000147027	-0,15638553	-0,210705848	-0,077908039	0,120520212	0,010422359	0,081068749
ENSG00000136280	0,081559452	0,035434895	0,074186638	-0,064721315	0,136730173	0,082077078
ENSG00000138867	-0,017979703	0,05889621	0,037577812	-0,095845456	0,07035188	-0,037112524
ENSG00000144233	-0,002364688	-0,108162009	-0,13147858	-0,113918385	-0,089535106	-0,012172106
ENSG00000141428	-0,084776712	-0,182351452	-0,058067804	0,104850564	0,070228526	0,132805554
ENSG00000183941_ENSG00000182217_ENSG00000198339_ENSG00000197238_ENSG00000197914_ENSG00000198558_ENSG00000196176_ENSG00000124529_ENSG00000197061_ENSG00000188987_ENSG00000198518_ENSG00000198327_ENSG00000158406_ENSG00000197837_ENSG00000270882_ENSG00000270276						
ENSG00000183941_ENSG00000182217_ENSG00000198339_ENSG00000197238_ENSG00000197914_ENSG00000198558_ENSG00000196176_ENSG00000124529_ENSG00000197061_ENSG00000188987_ENSG00000198518_ENSG00000198327_ENSG00000158406_ENSG00000197837_ENSG00000270882_ENSG00000270276		1,015796584				
ENSG00000183941_ENSG00000182217_ENSG00000198339_ENSG00000197238_ENSG00000197914_ENSG00000198558_ENSG00000196176_ENSG00000124529_ENSG00000197061_ENSG00000188987_ENSG00000198518_ENSG00000198327_ENSG00000158406_ENSG00000197837_ENSG00000270882_ENSG00000270276		0,62498377				
ENSG00000131943	-0,038493985	-0,040409738	0,167230449	0,097727392	0,125950325	0,020874181
ENSG00000122515	0,098789971	0,031541765	-0,020552382	-0,174395169	0,190825472	0,202879738
ENSG00000175573	0,157590446	-0,179485261	-0,262693644	-0,3571968	0,200565258	0,296552381
ENSG00000131126						
ENSG00000183941_ENSG00000182217_ENSG00000198339_ENSG00000197238_ENSG00000197914_ENSG00000198558_ENSG00000196176_ENSG00000124529_ENSG00000197061_ENSG00000188987_ENSG00000198518_ENSG00000198327_ENSG00000158406_ENSG00000197837_ENSG00000270882_ENSG00000270276						
ENSG00000169612	-0,128978114	-0,100755168	-0,058281917	-0,153717138	-0,080096025	-0,014107909
ENSG00000065809	-0,029997804	-0,016000279	0,098220552	0,184868348	-0,009697646	0,001910012
ENSG00000073169	0,003297801	0,047959847	0,135579176	-0,173770822	0,380010805	0,35738207
ENSG00000151468	0,065903083	0,332625321	0,09962746	0,051035154	0,101261066	-0,01167631
ENSG00000154319	0,258584155	0,152413102	0,049419424	0,008668843	0,133187119	0,197340938
ENSG00000183941_ENSG00000182217_ENSG00000198339_ENSG00000197238_ENSG00000197914_ENSG00000198558_ENSG00000196176_ENSG00000124529_ENSG00000197061_ENSG00000188987_ENSG00000198518_ENSG00000198327_ENSG00000158406_ENSG00000197837_ENSG00000270882_ENSG00000270276	-0,08433086	-0,046322206	-0,181647785	-0,138579209	-0,466096218	-0,14142878
ENSG00000177710						
ENSG00000170983						
ENSG00000184608						
ENSG00000168589		0,107122959				
ENSG00000125971	0,09526791	-0,013956956	-0,003286773	-0,188990771	0,140222643	-0,07780693
ENSG00000167858						
ENSG00000183941_ENSG00000182217_ENSG00000198339_ENSG00000197238_ENSG00000197914_ENSG00000198558_ENSG00000196176_ENSG00000124529_ENSG00000197061_ENSG00000188987_ENSG00000198518_ENSG00000198327_ENSG00000158406_ENSG00000197837_ENSG00000270882_ENSG00000270276						
ENSG00000171914	0,133077117	0,279162928	0,125679298	0,024416604	0,030630234	-0,011779811
ENSG00000166959						
ENSG00000138496	-0,065196212	0,335461407	0,163198326	0,235747786	-0,036238009	-0,037449171
ENSG00000130766	0,068276588	-0,057489061	-0,111590585	-0,041042291	0,14382107	0,345225606
ENSG00000183941_ENSG00000182217_ENSG00000198339_ENSG00000197238_ENSG00000197914_ENSG00000198558_ENSG00000196176_ENSG00000124529_ENSG00000197061_ENSG00000188987_ENSG00000198518_ENSG00000198327_ENSG00000158406_ENSG00000197837_ENSG00000270882_ENSG00000270276	-0,115827478	-0,22526903	-0,024604582	0,375204085	-0,235079969	-0,026552842
ENSG00000183941_ENSG00000182217_ENSG00000198339_ENSG00000197238_ENSG00000197914_ENSG00000198558_ENSG00000196176_ENSG00000124529_ENSG00000197061_ENSG00000188987_ENSG00000198518_ENSG00000198327_ENSG00000158406_ENSG00000197837_ENSG00000270882_ENSG00000270276						
ENSG00000124578						
ENSG00000121005	-0,101073058	0,787582566	0,449812017	0,376041839	-0,087879439	-0,256501439
ENSG00000102181_ENSG00000269478	0,062927171	0,272781734	0,142542482	-0,0302318	0,045836925	-0,062372214
ENSG00000103160	-0,019602172	0,28742903	0,012687638	0,039763485	-0,168465634	-0,113192029
ENSG00000198208						
ENSG00000171792	-0,056221551	0,052954388	-0,01440043	0,010606078	-0,040476622	-0,068584653
ENSG00000167632	0,092524138	0,328459199	0,033082375	-0,028872527	0,190319238	0,046813606
ENSG00000113073		0,634610141				
ENSG00000183166	0,109544448	0,08262906	0,128677466	0,054310456	-0,059422076	0,032479349
ENSG00000198478	-0,239426941	-0,078859846	0,024553795	-0,076997578	-0,125033746	-0,050664467
ENSG00000196954	-0,037696816	0,228979719	0,267122639	0,228001782	0,180082812	-0,058004862
ENSG00000166086	-0,036874908	0,260104225	0,147655391	0,01576332	-0,037954456	-0,054779384
ENSG00000149781	-0,089158362	-0,032267008	0,033305554	-0,145738933	0,047234508	0,165302233
ENSG00000149743	0,008288765	0,267271398	-0,024207205	-0,083866316	-0,02352816	-0,10141933
ENSG00000053702						
ENSG00000187017		0,044310557				
ENSG00000103196	-0,127249347	0,013796814	-0,023029707	0,244282238	-0,282357057	-0,028404321
ENSG00000090238	-0,05089092	0,774607784	0,448690594	0,302279467	0,482226367	0,324376247
ENSG00000149926	0,343356254	0,303500649	0,462282231	0,173711641	0,546497444	0,40695529
ENSG00000139269	-0,375071327	-0,03576701	-0,220555068	-0,30626131	-0,203993963	0,206935603
ENSG00000124784	-0,07724806	-0,043151081	-0,054727889	-0,026888656	-0,105881327	-0,022101454
ENSG00000182902						
ENSG00000152348	-0,015540491	-0,158031442	-0,009619687	0,119092132	-0,042067698	-0,114937259
ENSG00000078747	-0,124513869	-0,089722926	-0,056724449	0,071931965	-0,070599518	-0,080316109
ENSG00000008197						
ENSG00000155254	0,15296175	0,364515912	0,082986122	0,001943081	0,051307579	0,063546995
ENSG00000105447	0,116567404	-0,149396922	-0,208736291	-0,205461139	0,179564426	0,30644146
ENSG00000127081	-0,163319431	0,092727655	-0,088082267	0,029685115	-0,115119059	-0,067472905
ENSG00000100395	0,042129431	-0,130449981	-0,196976525	-0,230870641	-0,06451961	0,090206804
ENSG00000102910	0,021801786	0,097412477	-0,048869666	0,055154568	-0,070205662	-0,064901561
ENSG00000263236_ENSG00000213416						
ENSG00000169962		0,269866157				
ENSG00000139194		0,596056521				
ENSG00000173914	-0,041436569	0,265487673	-0,074134978	-0,126727013	0,007245044	-0,233200141
ENSG00000126391	0,259372225	-0,015105077	0,076390787	-0,078171904	0,040995406	0,103098101
ENSG00000170632	-0,021527833	-0,111160546	0,132420244	0,131291434	0,080654397	-0,084418344
ENSG00000002822	0,11530256	0,061792288	0,001666378	-0,019956438	0,211140767	0,184829396
ENSG00000095981						
ENSG00000137757						
ENSG00000112981						
ENSG00000172146						
ENSG00000134588						
ENSG00000204176_ENSG00000263480		0,369575341				
ENSG00000158220	0,032996235	-0,444531376	-0,1826773	-0,30008791	-0,387753431	-0,183768763
ENSG00000139973	0,011499552	0,160871154	-0,076967823	0,139486738	-0,025165334	0,174661815
ENSG00000136169	-0,036653969	0,387458975	0,062542926	-0,004562491	-0,037703785	-0,114313512
ENSG00000145491		0,153555876				
ENSG00000130812						
ENSG00000129911	0,133506311	-0,109741625	-0,029111256	-0,199030556	0,164450825	0,375112419
ENSG00000106701	-0,182956814	0,010845661	0,188826801	0,294826344	-0,071935938	-0,112518587
ENSG00000133687	-0,16445674	0,057402209	-0,036482245	0,09418373	-0,007663336	-0,061806826
ENSG00000160072_ENSG00000197785	-0,113856477	-0,254460663	0,170728449	0,07663771	0,279195904	0,385950725
ENSG00000262628						
ENSG00000165632	-0,009367185	-0,006419057	-0,12287761	-0,058429089	0,068993724	0,161523448
ENSG00000130363	0,052648197	0,312447732	0,173533796	0,155905962	0,137558481	-0,037502582
ENSG00000189077_ENSG00000262309	0,055170224	0,054243045	-0,055816484	-0,202460194	0,096020174	0,087821309
ENSG00000215560						
ENSG00000180910						
ENSG00000237048						
ENSG00000184991						
ENSG00000176728						
ENSG00000180016						
ENSG00000143341	-0,040850152	1,163453101	0,307737663	0,33633308	-0,040066294	-0,320560479
ENSG00000156097						
ENSG00000099992	0,03587966	-0,194138163	0,016715488	-0,285569637	0,068149635	0,157247684
ENSG00000197580	-0,195878115	-0,003208885	0,354626234	0,222048923	0,028968899	-0,69341033
ENSG00000134042		0,426569529				
ENSG00000169490	-0,072857386	-0,108988701	-0,006938563	-0,109689231	-0,103643677	-0,095306282
ENSG00000130307						
ENSG00000144354	-0,021494904	-0,073416823	0,074527259	0,222865703	-0,226653036	-0,016858707
ENSG00000127780						
ENSG00000185155						
ENSG00000182612	-0,097243991	0,409209546	0,477429086	0,388658467	0,501549861	0,519691507
ENSG00000120329_ENSG00000272653						
ENSG00000172382		0,018183891				
ENSG00000120440						
ENSG00000137441						
ENSG00000171804						
ENSG00000145757		0,463206168				
ENSG00000109762	0,028266905	-0,194560261	-0,016431582	0,088981979	-0,024842445	0,127184746
ENSG00000110906	0,053097388	0,190726871	0,062053081	-0,038494398	-0,032434154	-0,093435991
ENSG00000144962						
ENSG00000137473						
ENSG00000261862_ENSG00000221852						
ENSG00000262068_ENSG00000212901						
ENSG00000263296_ENSG00000212900						
ENSG00000262573_ENSG00000239886_ENSG00000263090						
ENSG00000138794	0,021199602	0,099598629	0,201685252	0,037096322	0,035909601	-0,083746577
ENSG00000183024						
ENSG00000204873_ENSG00000262749						
ENSG00000187272						
ENSG00000186860_ENSG00000263341						
ENSG00000177602	-0,036667079	-0,060464564	-0,123993859	-0,115000182	0,077134977	-0,053422399
ENSG00000159961						
ENSG00000010270	-0,009575776	-0,069491883	-0,036843122	0,097519085	-0,112270476	-0,080397158
ENSG00000196182	0,121738134	-0,109626058	0,06655459	-0,132507922	0,088329643	0,145018103
ENSG00000010072	-0,079079825	-0,03853025	-0,075239169	0,130664103	0,025862479	0,051700844
ENSG00000100429	0,148092408	0,265695867	0,265031283	-0,016449579	0,556599462	0,77567094
ENSG00000170647	0,031016026	-0,241499641	0,120704375	0,16657295	-0,409473467	-0,066919966
ENSG00000107551	0,088022415	0,187237007	0,113209581	-0,036435998	-0,060706841	-0,205768006
ENSG00000148655	0,119134468	0,860194806	0,285742737	0,075521844	0,024836738	-0,146377229
ENSG00000144895	-0,064078659	-0,034670948	-0,199818771	-0,06977332	-0,067433201	0,06520659
ENSG00000143398	0,032256596	-0,164993593	-0,24984147	-0,102250357	0,036977726	0,061821717
ENSG00000147687	-0,146993285	-0,133192753	-0,030251239	0,072115159	-0,034100515	0,094354176
ENSG00000162604	0,007463655	-0,03090141	-0,149083252	0,014141349	-0,124654336	-0,030765422
ENSG00000212122		-0,501950007				
ENSG00000184903	0,029480506	-0,286494241	-0,067369847	0,029579434	-0,039802433	-0,054459061
ENSG00000107242	-0,145963247	-0,202326237	-0,604154112	-0,894847166	-0,880073886	-0,297039999
ENSG00000162897						
ENSG00000228224	-0,175156289	-0,598148655	0,181314671	-0,247990953	0,46278128	-0,14982579
ENSG00000227942						
ENSG00000088836	0,04263528	-0,078399669	-0,000782715	-0,037690351	0,099286493	0,106045555
ENSG00000141720	0,061647877	0,287226179	0,066924711	-0,06190566	-0,066172911	-0,097895683
ENSG00000184381	0,060336917	0,14853692	0,194776405	-0,178525221	0,046451662	0,217152598
ENSG00000119632	0,070509961	-0,152541904	0,17154747	-0,089523814	0,168009387	0,103748118
ENSG00000178093		0,129138749				
ENSG00000169682	0,127232222	-0,060802074	-0,110701286	-0,244326102	0,240639486	0,432601627
ENSG00000167930	0,265648736	0,360722394	0,08392077	-0,105494484	0,128163857	0,119972065
ENSG00000169515	0,093335281	0,558974268	0,174505042	0,365634964	0,210222773	0,162340902
ENSG00000104490	-0,263518606	0,258488917	0,44718424	-0,787552512	0,25696125	0,123181694
ENSG00000069764						
ENSG00000136492	-0,214448155	0,162028682	0,120928458	0,199950318	-0,05739654	-0,162323715
ENSG00000077063	-0,085406684	0,144552484	0,137341147	-0,048503595	0,111346751	-0,264000392
ENSG00000134193						
ENSG00000183762	0,091454016	0,426267651	0,305445143	0,175249495	0,079524647	-0,048638824
ENSG00000165806	0,010334816	0,020107999	-0,015842844	0,072530504	-0,027683434	-0,158383675
ENSG00000137747						
ENSG00000176597	-0,222442811	0,198884599	-0,023487485	0,132331942	-0,147887037	-0,305573338
ENSG00000108528	0,125069998	0,019943401	0,017744565	-0,150472045	0,217622547	-0,019407198
ENSG00000168875						
ENSG00000154358	0,05059331	0,490919791	0,218130131	0,063721075	0,243670831	0,214704645
ENSG00000132205	0,039080618	-0,153607943	0,059198828	0,058347584	0,239508176	0,125084642
ENSG00000152583		-0,225555599				
ENSG00000121067	-0,084869591	0,041112706	-0,087094059	-0,023433013	-0,053031144	-0,031718788
ENSG00000262096_ENSG00000273468		0,8951062				
ENSG00000102781	-0,117042136	0,051917734	-0,091650288	0,002135296	-0,064678621	-0,134684885
ENSG00000121211	0,01372785	-0,292381075	0,042103489	0,313878023	0,125886191	-0,049526769
ENSG00000005448	0,073522697	0,02607087	-0,063795784	-0,221736461	0,035524248	0,032205178
ENSG00000164199	-0,061509708	0,216145855	0,291120719	0,208684249	-0,154789971	-0,182310736
ENSG00000101955	0,009952464	0,323749549	0,124690218	0,012080264	0,024468883	-0,088139091
ENSG00000127993	-0,123430217	-0,090488967	-0,035365828	-0,016622614	0,022174582	0,135619766
ENSG00000102158_ENSG00000269639	0,066253112	0,070019363	-0,017587699	0,042308953	-0,086155613	-0,098826074
ENSG00000047579	-0,174060532	0,057284527	0,006233942	-0,147301006	0,126265017	0,07961203
ENSG00000126259	0,075292436	0,69575873	0,130441003	0,01195721	0,051011909	-0,148630572
ENSG00000167220	-0,022335001	0,145821084	0,047941382	0,065510958	-0,002520263	-0,119063036
ENSG00000186501	0,055417754	-0,164793227	-0,108462395	-0,201466947	0,008445393	0,19383546
ENSG00000240021						
ENSG00000051009	0,04182877	-0,104016805	-0,05559061	-0,129840432	-0,036126424	0,106939641
ENSG00000120519	-0,085827392	0,136010388	0,003448529	0,115658073	-0,060349711	-0,145400368
ENSG00000187583		0,622691695				
ENSG00000158710	0,050807589	-0,157242947	-0,148968892	-0,226303877	0,046858229	0,073367991
ENSG00000135436		0,530225988				
ENSG00000118690	0,011036524	0,05961713	0,14748387	0,241613832	0,087554485	-0,237816403
ENSG00000143452	-0,227237866	0,161293359	0,056168363	0,069706474	-0,204286451	-0,188043826
ENSG00000136449		0,263290054				
ENSG00000129646	-0,023142718	-0,224914909	0,088535334	-0,03140095	0,033814043	0,142112245
ENSG00000189139						
ENSG00000151005						
ENSG00000131379		-0,135331381				
ENSG00000120696	-0,008464548	0,175686257	0,211019463	0,082686482	-0,164555314	-0,013117039
ENSG00000105186	-0,003304101	-0,102035582	-0,080294435	0,005490312	-0,011728789	-0,006042415
ENSG00000177169	0,120447687	0,269056519	0,306047486	0,03815733	0,383391517	0,256267071
ENSG00000124074	0,128245289	-0,050860429	0,23143516	0,116585009	0,232007918	0,420023073
ENSG00000126653	-0,21964949	-0,082067233	-0,209348715	0,051201331	0,026314095	0,168278506
ENSG00000121988	-0,189561627	-0,156203153	-0,137520172	0,02609406	-0,182786614	-0,030907483
ENSG00000222014	0,15251923	0,414129623	0,77531557	0,463045199	0,191248086	-0,396258408
ENSG00000118496	-0,045352935	-0,001311568	-0,05736399	0,051351319	-0,143746265	-0,116211553
ENSG00000126756	-0,02878871	-0,175414806	0,023779908	-0,029000679	0,043757968	-0,033927423
ENSG00000064012	-0,043496293	0,185778326	0,034876549	0,072430453	-0,136730131	-0,020447598
ENSG00000113966	-0,066240303	-0,09531557	-0,114609934	0,008972183	-0,188922747	-0,247003007
ENSG00000136014		0,589666173				
ENSG00000136052	-0,181109473	-0,120504248	-0,138774973	0,050260676	-0,039939282	-0,026263448
ENSG00000138813						
ENSG00000132570	-0,032843899	-0,166283976	0,034677315	0,059848231	-0,083032222	0,087000497
ENSG00000133246						
ENSG00000174963						
ENSG00000156374	-0,071701035	-0,067686325	-0,135345088	0,110394157	-0,216627535	0,062297938
ENSG00000186867	-0,015650137	0,586271752	0,113817025	0,341410266	-0,074515106	-0,023314816
ENSG00000102189	-0,422875145	-0,089623522	-0,082320275	0,14309204	-0,128405942	-0,039192644
ENSG00000137936	0,048135989	0,137461039	-0,040850272	-0,107258272	0,07827559	-0,027368896
ENSG00000160908	-0,018112069	-0,119445666	-0,163910788	-0,056847332	0,038112135	-0,003934746
ENSG00000133640	-0,443976192	0,829661643	-0,134123152	0,073732935	-0,354058636	-0,307053948
ENSG00000164053_ENSG00000213689	-0,143712503	-0,322889135	0,024091287	0,042474109	0,112656561	0,252672676
ENSG00000115368	-0,114817294	-0,116531193	-0,062565052	0,03860776	-0,048923124	0,038015883
ENSG00000148019	-0,113024338	0,089306796	0,061541033	0,205195871	0,02086364	0,007779211
ENSG00000106346	-0,032813299	-0,014377427	0,025847171	0,103083335	0,058141397	0,046926418
ENSG00000183579	0,106755061	0,020324773	-0,058728023	0,005998778	0,012798217	0,104380492
ENSG00000158882	0,087433386	-0,064183371	-0,13721892	-0,014857082	-0,130570562	0,049700635
ENSG00000164338	-0,123231865	-0,176896886	-0,072794312	-0,098286242	-0,035112862	0,065226355
ENSG00000103061	-0,09554756	-0,099020589	-0,178270518	0,002633426	0,169095489	0,145678256
ENSG00000170264	-0,135326858	0,223261859	0,175109446	0,330028002	-0,052523237	-0,025352371
ENSG00000115363	-0,079776502	-0,181406886	-0,250657976	-0,297681954	-0,085272733	0,044328425
ENSG00000163322	-0,180525309	0,198095949	0,180273572	0,162029686	-0,021699272	-0,127204222
ENSG00000097096	-0,150573508	-0,213473566	-0,174771637	0,132007716	-0,164039298	-0,109366358
ENSG00000122482	-0,239633073	0,069874759	0,04826792	0,154271678	0,000736883	-0,140869337
ENSG00000103510	-0,044391091	-0,000862902	-0,026870271	-0,208340773	0,093822934	0,108225424
